"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Feb 21 19:03:50 GMT 2024","Wed Feb 21 19:03:50 GMT 2024","16","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithInvalidIdShouldNotBeAvailable","creatingProjectWithInvalidIdShouldNotBeAvailable","Creating project with invalid id should not be available"
"passed","Wed Feb 21 19:03:44 GMT 2024","Wed Feb 21 19:03:44 GMT 2024","201","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithDeletedBuildConfigurationDataShouldBeAvailable","creatingBuildConfigurationWithDeletedBuildConfigurationDataShouldBeAvailable","Creating build configuration with deleted build configuration data should be available"
"passed","Wed Feb 21 19:03:47 GMT 2024","Wed Feb 21 19:03:47 GMT 2024","90","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithValidNameShouldBeAvailable","creatingBuildConfigurationWithValidNameShouldBeAvailable","Creating build configuration with valid name should be available"
"passed","Wed Feb 21 19:03:48 GMT 2024","Wed Feb 21 19:03:49 GMT 2024","665","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithXmlContentTypeShouldBeAvailable","creatingBuildConfigurationWithXmlContentTypeShouldBeAvailable","Creating build configuration with xml content-type should be available"
"failed","Wed Feb 21 19:03:45 GMT 2024","Wed Feb 21 19:03:45 GMT 2024","60","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidIdShouldNotBeAvailable","creatingBuildConfigurationWithInvalidIdShouldNotBeAvailable","Creating build configuration with invalid id should not be available"
"passed","Wed Feb 21 19:02:23 GMT 2024","Wed Feb 21 19:02:57 GMT 2024","33544","UI Suite","UI Test","com.example.teamcity.ui.CreateBuildConfigurationTest","com.example.teamcity.ui.CreateBuildConfigurationTest","creatingBuildConfigurationWithNotExistedRepoShouldNotBeAvailable","creatingBuildConfigurationWithNotExistedRepoShouldNotBeAvailable","Creating build configuration with non existed repository should not be available"
"failed","Wed Feb 21 19:03:50 GMT 2024","Wed Feb 21 19:03:50 GMT 2024","18","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithInvalidIdShouldNotBeAvailable","creatingProjectWithInvalidIdShouldNotBeAvailable","Creating project with invalid id should not be available"
"passed","Wed Feb 21 19:03:44 GMT 2024","Wed Feb 21 19:03:44 GMT 2024","26","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidAcceptHeaderShouldNotBeAvailable","creatingBuildConfigurationWithInvalidAcceptHeaderShouldNotBeAvailable","Creating build configuration with invalid Accept header should not be available"
"failed","Wed Feb 21 19:03:54 GMT 2024","Wed Feb 21 19:03:54 GMT 2024","23","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","unauthorizedUserShouldNotHaveRightsToCreateProject","unauthorizedUserShouldNotHaveRightsToCreateProject","Unauthorized user should not have rights to create project"
"passed","Wed Feb 21 19:03:50 GMT 2024","Wed Feb 21 19:03:50 GMT 2024","15","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithInvalidAcceptHeaderShouldNotBeAvailable","creatingProjectWithInvalidAcceptHeaderShouldNotBeAvailable","Creating project with invalid Accept header should not be available"
"failed","Wed Feb 21 19:03:50 GMT 2024","Wed Feb 21 19:03:50 GMT 2024","16","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithInvalidIdShouldNotBeAvailable","creatingProjectWithInvalidIdShouldNotBeAvailable","Creating project with invalid id should not be available"
"passed","Wed Feb 21 19:03:50 GMT 2024","Wed Feb 21 19:03:50 GMT 2024","16","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithInvalidNameShouldNotBeAvailable","creatingProjectWithInvalidNameShouldNotBeAvailable","Creating project with invalid name should not be available"
"failed","Wed Feb 21 19:03:50 GMT 2024","Wed Feb 21 19:03:50 GMT 2024","15","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithInvalidIdShouldNotBeAvailable","creatingProjectWithInvalidIdShouldNotBeAvailable","Creating project with invalid id should not be available"
"passed","Wed Feb 21 19:03:47 GMT 2024","Wed Feb 21 19:03:47 GMT 2024","79","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithValidNameShouldBeAvailable","creatingBuildConfigurationWithValidNameShouldBeAvailable","Creating build configuration with valid name should be available"
"passed","Wed Feb 21 19:03:51 GMT 2024","Wed Feb 21 19:03:51 GMT 2024","64","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithValidNameAsLocatorShouldBeAvailable","creatingProjectWithValidNameAsLocatorShouldBeAvailable","Creating project with valid locator name should be available"
"passed","Wed Feb 21 19:03:15 GMT 2024","Wed Feb 21 19:03:22 GMT 2024","6923","UI Suite","UI Test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","authorizedUserShouldBeAbleToCreateNewProject","authorizedUserShouldBeAbleToCreateNewProject","Authorized user should be able to create new project"
"passed","Wed Feb 21 19:03:50 GMT 2024","Wed Feb 21 19:03:50 GMT 2024","71","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectNotInRootShouldBeAvailable","creatingProjectNotInRootShouldBeAvailable","Creating project not in Root project should be available"
"passed","Wed Feb 21 19:03:46 GMT 2024","Wed Feb 21 19:03:46 GMT 2024","91","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithValidIdShouldBeAvailable","creatingBuildConfigurationWithValidIdShouldBeAvailable","Creating build configuration with valid id should be available"
"passed","Wed Feb 21 19:03:49 GMT 2024","Wed Feb 21 19:03:49 GMT 2024","203","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithoutIdWillUseNameAsId","creatingBuildConfigurationWithoutIdWillUseNameAsId","When create build configuration without id it's name will be used as id"
"passed","Wed Feb 21 19:03:50 GMT 2024","Wed Feb 21 19:03:50 GMT 2024","24","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithInvalidLocatorShouldNotBeAvailable","creatingProjectWithInvalidLocatorShouldNotBeAvailable","Creating project with invalid locator should not be available"
"failed","Wed Feb 21 19:03:46 GMT 2024","Wed Feb 21 19:03:46 GMT 2024","12","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidProjectIdShouldNotBeAvailable","creatingBuildConfigurationWithInvalidProjectIdShouldNotBeAvailable","Creating build configuration with invalid project id should not be available"
"passed","Wed Feb 21 19:03:41 GMT 2024","Wed Feb 21 19:03:44 GMT 2024","3229","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationInArchivedProjectShouldBeAvailable","creatingBuildConfigurationInArchivedProjectShouldBeAvailable","Creating build configuration in archived project should be available"
"passed","Wed Feb 21 19:03:50 GMT 2024","Wed Feb 21 19:03:50 GMT 2024","70","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithArchivedProjectsDataShouldNotBeAvailable","creatingProjectWithArchivedProjectsDataShouldNotBeAvailable","Creating project with archived project data should not be available"
"failed","Wed Feb 21 19:03:45 GMT 2024","Wed Feb 21 19:03:45 GMT 2024","47","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidIdShouldNotBeAvailable","creatingBuildConfigurationWithInvalidIdShouldNotBeAvailable","Creating build configuration with invalid id should not be available"
"passed","Wed Feb 21 19:03:44 GMT 2024","Wed Feb 21 19:03:44 GMT 2024","32","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithEmptyBodyShouldNotBeAvailable","creatingBuildConfigurationWithEmptyBodyShouldNotBeAvailable","Creating build configuration with empty body should not be available"
"passed","Wed Feb 21 19:03:44 GMT 2024","Wed Feb 21 19:03:44 GMT 2024","62","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationInNonExistedProjectShouldNotBeAvailable","creatingBuildConfigurationInNonExistedProjectShouldNotBeAvailable","Creating build configuration in non existed project should not be available"
"failed","Wed Feb 21 19:03:46 GMT 2024","Wed Feb 21 19:03:46 GMT 2024","15","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidProjectIdShouldNotBeAvailable","creatingBuildConfigurationWithInvalidProjectIdShouldNotBeAvailable","Creating build configuration with invalid project id should not be available"
"passed","Wed Feb 21 19:03:49 GMT 2024","Wed Feb 21 19:03:49 GMT 2024","92","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingTwoBuildConfigurationWithNonUniqueIdShouldNotBeAvailable","creatingTwoBuildConfigurationWithNonUniqueIdShouldNotBeAvailable","Creating two build configurations with non unique id should not be available"
"failed","Wed Feb 21 19:03:50 GMT 2024","Wed Feb 21 19:03:50 GMT 2024","19","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithInvalidIdShouldNotBeAvailable","creatingProjectWithInvalidIdShouldNotBeAvailable","Creating project with invalid id should not be available"
"passed","Wed Feb 21 19:03:49 GMT 2024","Wed Feb 21 19:03:49 GMT 2024","111","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingTwoBuildConfigurationWithSameNameInDifferentProjectsShouldBeAvailable","creatingTwoBuildConfigurationWithSameNameInDifferentProjectsShouldBeAvailable","Creating two build configurations with same name not in the same project should be available"
"passed","Wed Feb 21 19:02:57 GMT 2024","Wed Feb 21 19:03:15 GMT 2024","17711","UI Suite","UI Test","com.example.teamcity.ui.CreateBuildConfigurationTest","com.example.teamcity.ui.CreateBuildConfigurationTest","creatingBuildConfigurationWithStepsShouldBeAvailable","creatingBuildConfigurationWithStepsShouldBeAvailable","Creating build configuration with steps should be available"
"failed","Wed Feb 21 19:03:46 GMT 2024","Wed Feb 21 19:03:46 GMT 2024","13","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidProjectIdShouldNotBeAvailable","creatingBuildConfigurationWithInvalidProjectIdShouldNotBeAvailable","Creating build configuration with invalid project id should not be available"
"passed","Wed Feb 21 19:03:51 GMT 2024","Wed Feb 21 19:03:51 GMT 2024","75","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithValidNameAsLocatorShouldBeAvailable","creatingProjectWithValidNameAsLocatorShouldBeAvailable","Creating project with valid locator name should be available"
"failed","Wed Feb 21 19:03:44 GMT 2024","Wed Feb 21 19:03:45 GMT 2024","114","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidIdShouldNotBeAvailable","creatingBuildConfigurationWithInvalidIdShouldNotBeAvailable","Creating build configuration with invalid id should not be available"
"passed","Wed Feb 21 19:03:47 GMT 2024","Wed Feb 21 19:03:47 GMT 2024","80","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithValidNameShouldBeAvailable","creatingBuildConfigurationWithValidNameShouldBeAvailable","Creating build configuration with valid name should be available"
"passed","Wed Feb 21 19:03:51 GMT 2024","Wed Feb 21 19:03:51 GMT 2024","47","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithNonUniqueIdShouldNotBeAvailable","creatingProjectWithNonUniqueIdShouldNotBeAvailable","Creating project with non unique should not be available"
"passed","Wed Feb 21 19:03:22 GMT 2024","Wed Feb 21 19:03:32 GMT 2024","9583","UI Suite","UI Test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","creatingTwoProjectsWithSameNameShouldNotBeAvailable","creatingTwoProjectsWithSameNameShouldNotBeAvailable","Creating two projects with same name should not be available"
"failed","Wed Feb 21 19:03:45 GMT 2024","Wed Feb 21 19:03:45 GMT 2024","46","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidIdShouldNotBeAvailable","creatingBuildConfigurationWithInvalidIdShouldNotBeAvailable","Creating build configuration with invalid id should not be available"
"passed","Wed Feb 21 19:03:52 GMT 2024","Wed Feb 21 19:03:52 GMT 2024","638","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithXmlContentTypeShouldBeAvailable","creatingProjectWithXmlContentTypeShouldBeAvailable","Creating project with xml content-type should be available"
"passed","Wed Feb 21 19:03:46 GMT 2024","Wed Feb 21 19:03:46 GMT 2024","13","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidProjectIdShouldNotBeAvailable","creatingBuildConfigurationWithInvalidProjectIdShouldNotBeAvailable","Creating build configuration with invalid project id should not be available"
"passed","Wed Feb 21 19:03:51 GMT 2024","Wed Feb 21 19:03:52 GMT 2024","69","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithValidNameAsLocatorShouldBeAvailable","creatingProjectWithValidNameAsLocatorShouldBeAvailable","Creating project with valid locator name should be available"
"failed","Wed Feb 21 19:03:45 GMT 2024","Wed Feb 21 19:03:45 GMT 2024","54","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidIdShouldNotBeAvailable","creatingBuildConfigurationWithInvalidIdShouldNotBeAvailable","Creating build configuration with invalid id should not be available"
"passed","Wed Feb 21 19:03:52 GMT 2024","Wed Feb 21 19:03:52 GMT 2024","57","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithoutCopyAllAssociatedSettingsShouldBeAvailable","creatingProjectWithoutCopyAllAssociatedSettingsShouldBeAvailable","Creating project without copy all associated settings should be available"
"failed","Wed Feb 21 19:03:45 GMT 2024","Wed Feb 21 19:03:45 GMT 2024","45","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidIdShouldNotBeAvailable","creatingBuildConfigurationWithInvalidIdShouldNotBeAvailable","Creating build configuration with invalid id should not be available"
"passed","Wed Feb 21 19:03:52 GMT 2024","Wed Feb 21 19:03:52 GMT 2024","34","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithoutCopyAllAssociatedSettingsShouldBeAvailable","creatingProjectWithoutCopyAllAssociatedSettingsShouldBeAvailable","Creating project without copy all associated settings should be available"
"failed","Wed Feb 21 19:03:45 GMT 2024","Wed Feb 21 19:03:45 GMT 2024","73","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidIdShouldNotBeAvailable","creatingBuildConfigurationWithInvalidIdShouldNotBeAvailable","Creating build configuration with invalid id should not be available"
"failed","Wed Feb 21 19:03:50 GMT 2024","Wed Feb 21 19:03:50 GMT 2024","18","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithInvalidIdShouldNotBeAvailable","creatingProjectWithInvalidIdShouldNotBeAvailable","Creating project with invalid id should not be available"
"passed","Wed Feb 21 19:03:50 GMT 2024","Wed Feb 21 19:03:50 GMT 2024","50","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithNameAsLocatorShouldBeAvailable","creatingProjectWithNameAsLocatorShouldBeAvailable","Creating project with name as locator should be available"
"failed","Wed Feb 21 19:03:46 GMT 2024","Wed Feb 21 19:03:46 GMT 2024","12","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidProjectIdShouldNotBeAvailable","creatingBuildConfigurationWithInvalidProjectIdShouldNotBeAvailable","Creating build configuration with invalid project id should not be available"
"failed","Wed Feb 21 19:03:54 GMT 2024","Wed Feb 21 19:03:54 GMT 2024","40","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","unauthorizedUserShouldNotHaveRightsToCreateBuildConfig","unauthorizedUserShouldNotHaveRightsToCreateBuildConfig","Unauthorized user should not have rights to create build configuration"
"failed","Wed Feb 21 19:03:53 GMT 2024","Wed Feb 21 19:03:53 GMT 2024","145","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldNotHaveRightsToCreateBuildConfigToAnotherProject","projectAdminShouldNotHaveRightsToCreateBuildConfigToAnotherProject","Project admin should not have rights to create build configuration not in his project"
"failed","Wed Feb 21 19:03:45 GMT 2024","Wed Feb 21 19:03:45 GMT 2024","52","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidIdShouldNotBeAvailable","creatingBuildConfigurationWithInvalidIdShouldNotBeAvailable","Creating build configuration with invalid id should not be available"
"passed","Wed Feb 21 19:03:47 GMT 2024","Wed Feb 21 19:03:47 GMT 2024","93","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithValidNameShouldBeAvailable","creatingBuildConfigurationWithValidNameShouldBeAvailable","Creating build configuration with valid name should be available"
"passed","Wed Feb 21 19:03:46 GMT 2024","Wed Feb 21 19:03:46 GMT 2024","39","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidNameShouldNotBeAvailable","creatingBuildConfigurationWithInvalidNameShouldNotBeAvailable","Creating build configuration with invalid name should not be available"
"passed","Wed Feb 21 19:03:54 GMT 2024","Wed Feb 21 19:03:54 GMT 2024","94","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","systemAdminShouldHaveRightsToCreateProject","systemAdminShouldHaveRightsToCreateProject","System admin should have rights to create project"
"failed","Wed Feb 21 19:03:50 GMT 2024","Wed Feb 21 19:03:50 GMT 2024","20","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithInvalidIdShouldNotBeAvailable","creatingProjectWithInvalidIdShouldNotBeAvailable","Creating project with invalid id should not be available"
"passed","Wed Feb 21 19:03:50 GMT 2024","Wed Feb 21 19:03:50 GMT 2024","24","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","creatingProjectWithInvalidLocatorShouldNotBeAvailable","creatingProjectWithInvalidLocatorShouldNotBeAvailable","Creating project with invalid locator should not be available"
"passed","Wed Feb 21 18:59:48 GMT 2024","Wed Feb 21 19:00:48 GMT 2024","59919","Surefire suite","Surefire test","com.example.teamcity.setup.TeamcitySetupTest","com.example.teamcity.setup.TeamcitySetupTest","startUpTest","startUpTest","Startup TeamCity server and accept license"
"failed","Wed Feb 21 19:03:46 GMT 2024","Wed Feb 21 19:03:46 GMT 2024","12","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidProjectIdShouldNotBeAvailable","creatingBuildConfigurationWithInvalidProjectIdShouldNotBeAvailable","Creating build configuration with invalid project id should not be available"
"passed","Wed Feb 21 19:03:46 GMT 2024","Wed Feb 21 19:03:46 GMT 2024","220","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithStepsShouldBeAvailable","creatingBuildConfigurationWithStepsShouldBeAvailable","Creating build configuration with steps should be available"
"passed","Wed Feb 21 19:03:45 GMT 2024","Wed Feb 21 19:03:46 GMT 2024","54","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","creatingBuildConfigurationWithInvalidNameShouldNotBeAvailable","creatingBuildConfigurationWithInvalidNameShouldNotBeAvailable","Creating build configuration with invalid name should not be available"
